  0.184140E+03  0.795215E+01  0.777340E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.792296E+01
  0.203506E+03  0.656553E+01  0.639380E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.653748E+01
  0.224909E+03  0.541482E+01  0.524941E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.538780E+01
  0.248563E+03  0.446032E+01  0.430081E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.443427E+01
  0.274704E+03  0.366904E+01  0.351522E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.364392E+01
  0.303595E+03  0.301357E+01  0.286545E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.298938E+01
  0.335524E+03  0.247114E+01  0.232891E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.244791E+01
  0.370812E+03  0.202280E+01  0.188680E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.200059E+01
  0.409811E+03  0.165284E+01  0.152350E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.163171E+01
  0.452911E+03  0.134819E+01  0.122599E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.132823E+01
  0.500544E+03  0.109795E+01  0.983327E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.107923E+01
  0.553186E+03  0.892980E+00  0.786286E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.875553E+00
  0.611365E+03  0.725612E+00  0.627025E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.709509E+00
  0.675663E+03  0.589359E+00  0.498845E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.574575E+00
  0.746724E+03  0.478713E+00  0.396019E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.465206E+00
  0.825258E+03  0.389003E+00  0.313697E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.376703E+00
  0.912049E+03  0.316294E+00  0.247863E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.305117E+00
  0.100797E+04  0.257326E+00  0.195278E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.247191E+00
